Data,Equipamento,Número(s) CE,Inoperância (Minutos)
16/06/2024,5111,CE: 30,480
30/06/2024,5111,CE: 31,540
09/06/2024,5112,CE: 29,270
16/06/2024,5112,CE: 30,480
30/06/2024,5112,CE: 31,540
21/07/2024,805,CE: 43,600
14/07/2024,806,CE: 39,390
21/07/2024,806,CE: 43,600
14/07/2024,807,CE: 39,390
14/07/2024,5102,CE: 39,390
21/07/2024,5102,CE: 43,600
14/07/2024,5103,CE: 39,390
21/07/2024,5103,CE: 43,600
14/07/2024,5104,CE: 39,390
14/07/2024,5105,CE: 39,390
14/07/2024,5109,CE: 39,390
14/07/2024,5110,CE: 39,390
14/07/2024,5111,CE: 39,390
14/07/2024,5112,CE: 39,390
14/07/2024,5113,CE: 39,390
14/07/2024,5114,CE: 39,390
11/08/2024,800,CE: 46,360
31/08/2024,800,CE: 52,270
28/08/2024,806,CE: 48,540
28/08/2024,807,CE: 48,540
11/08/2024,810,CE: 46,360
28/08/2024,5102,CE: 48,540
28/08/2024,5103,CE: 48,540
28/08/2024,5104,CE: 48,540
28/08/2024,5105,CE: 48,540
28/08/2024,5109,CE: 48,540
28/08/2024,5110,CE: 48,540
28/08/2024,5111,CE: 48,540
28/08/2024,5112,CE: 48,540
28/08/2024,5113,CE: 48,540
28/08/2024,5114,CE: 48,540
15/09/2024,806,CE: 55,300
22/09/2024,806,CE: 58,600
15/09/2024,807,CE: 55,300
22/09/2024,807,CE: 58,600
15/09/2024,5100,CE: 55,300
15/09/2024,5101,CE: 55,300
01/09/2024,5102,CE: 53,780
15/09/2024,5102,CE: 55,300
22/09/2024,5102,CE: 58,600
01/09/2024,5103,CE: 53,780
15/09/2024,5103,CE: 55,300
22/09/2024,5103,CE: 58,600
01/09/2024,5104,CE: 53,780
15/09/2024,5104,CE: 55,300
22/09/2024,5104,CE: 58,600
01/09/2024,5105,CE: 53,780
15/09/2024,5105,CE: 55,300
22/09/2024,5105,CE: 58,600
01/09/2024,5109,CE: 53,780
07/09/2024,5109,CE: 54,570
15/09/2024,5109,CE: 55,300
01/09/2024,5110,CE: 53,780
07/09/2024,5110,CE: 54,570
15/09/2024,5110,CE: 55,300
01/09/2024,5111,CE: 53,780
07/09/2024,5111,CE: 54,570
15/09/2024,5111,CE: 55,300
22/09/2024,5111,CE: 58,600
01/09/2024,5112,CE: 53,780
07/09/2024,5112,CE: 54,570
15/09/2024,5112,CE: 55,300
22/09/2024,5112,CE: 58,600
13/10/2024,806,CE: 62,570
20/10/2024,806,CE: 63 | CE: 65,540
13/10/2024,807,CE: 62,570
20/10/2024,807,CE: 63 | CE: 65,540
05/10/2024,1384,CE: 61,300
06/10/2024,1384,CE: 61,510
26/10/2024,1384,CE: 66,300
27/10/2024,1384,CE: 66,510
05/10/2024,1385,CE: 61,300
06/10/2024,1385,CE: 61,510
26/10/2024,1385,CE: 66,300
27/10/2024,1385,CE: 66,510
13/10/2024,5100,CE: 62,570
13/10/2024,5101,CE: 62,570
13/10/2024,5102,CE: 62,570
20/10/2024,5102,CE: 63 | CE: 65,540
13/10/2024,5103,CE: 62,570
20/10/2024,5103,CE: 63 | CE: 65,540
13/10/2024,5104,CE: 62,570
20/10/2024,5104,CE: 63 | CE: 65,540
13/10/2024,5105,CE: 62,570
20/10/2024,5105,CE: 63 | CE: 65,540
13/10/2024,5109,CE: 62,570
20/10/2024,5109,CE: 63 | CE: 65,540
13/10/2024,5110,CE: 62,570
20/10/2024,5110,CE: 63 | CE: 65,540
13/10/2024,5111,CE: 62,570
20/10/2024,5111,CE: 63 | CE: 65,540
13/10/2024,5112,CE: 62,570
20/10/2024,5112,CE: 63 | CE: 65,540
13/10/2024,5113,CE: 62,570
20/10/2024,5113,CE: 63 | CE: 65,540
13/10/2024,5114,CE: 62,570
20/10/2024,5114,CE: 63 | CE: 65,540
05/10/2024,5150,CE: 61,300
06/10/2024,5150,CE: 61,510
26/10/2024,5150,CE: 66,300
27/10/2024,5150,CE: 66,510
15/11/2024,804,CE: 70,360
15/11/2024,805,CE: 70,360
03/11/2024,806,CE: 69,120
10/11/2024,806,CE: 68,420
24/11/2024,806,CE: 75,480
03/11/2024,807,CE: 69,120
10/11/2024,807,CE: 68,420
24/11/2024,807,CE: 75,480
15/11/2024,808,CE: 70,360
03/11/2024,5100,CE: 69,120
03/11/2024,5101,CE: 69,120
03/11/2024,5102,CE: 69,120
10/11/2024,5102,CE: 68,420
24/11/2024,5102,CE: 75,480
03/11/2024,5103,CE: 69,120
10/11/2024,5103,CE: 68,420
24/11/2024,5103,CE: 75,480
03/11/2024,5104,CE: 69,120
10/11/2024,5104,CE: 68,420
24/11/2024,5104,CE: 75,480
03/11/2024,5105,CE: 69,120
10/11/2024,5105,CE: 68,420
24/11/2024,5105,CE: 75,480
15/11/2024,5108,CE: 70,360
03/11/2024,5109,CE: 69,120
10/11/2024,5109,CE: 68,420
24/11/2024,5109,CE: 75,480
03/11/2024,5110,CE: 69,120
10/11/2024,5110,CE: 68,420
24/11/2024,5110,CE: 75,480
03/11/2024,5111,CE: 69,120
10/11/2024,5111,CE: 68,420
24/11/2024,5111,CE: 75,480
03/11/2024,5112,CE: 69,120
10/11/2024,5112,CE: 68,420
24/11/2024,5112,CE: 75,480
03/11/2024,5113,CE: 69,120
10/11/2024,5113,CE: 68,420
24/11/2024,5113,CE: 75,480
03/11/2024,5114,CE: 69,120
10/11/2024,5114,CE: 68,420
24/11/2024,5114,CE: 75,480
24/11/2024,5114,CE: 75,480
01/12/2024,806,CE: 78,480
14/12/2024,806,CE: 81,420
15/12/2024,806,CE: 81,420
01/12/2024,807,CE: 78,480
14/12/2024,807,CE: 81,420
15/12/2024,807,CE: 81,420
01/12/2024,5100,CE: 78,480
07/12/2024,5100,CE: 80,120
19/12/2024,5100,CE: 82,180
01/12/2024,5101,CE: 78,480
07/12/2024,5101,CE: 80,120
19/12/2024,5101,CE: 82,180
01/12/2024,5102,CE: 78,480
07/12/2024,5102,CE: 80,120
08/12/2024,5102,CE: 79,780
14/12/2024,5102,CE: 81,420
15/12/2024,5102,CE: 81,420
01/12/2024,5103,CE: 78,480
07/12/2024,5103,CE: 80,120
08/12/2024,5103,CE: 79,780
14/12/2024,5103,CE: 81,420
15/12/2024,5103,CE: 81,420
01/12/2024,5104,CE: 78,480
07/12/2024,5104,CE: 80,120
08/12/2024,5104,CE: 79,780
14/12/2024,5104,CE: 81,420
15/12/2024,5104,CE: 81,420
19/12/2024,5104,CE: 82,180
01/12/2024,5105,CE: 78,480
07/12/2024,5105,CE: 80,120
08/12/2024,5105,CE: 79,780
14/12/2024,5105,CE: 81,420
15/12/2024,5105,CE: 81,420
19/12/2024,5105,CE: 82,180
01/12/2024,5109,CE: 78,480
07/12/2024,5109,CE: 80,120
08/12/2024,5109,CE: 79,780
01/12/2024,5110,CE: 78,480
07/12/2024,5110,CE: 80,120
08/12/2024,5110,CE: 79,780
01/12/2024,5111,CE: 78,480
07/12/2024,5111,CE: 80,120
08/12/2024,5111,CE: 79,780
01/12/2024,5112,CE: 78,480
07/12/2024,5112,CE: 80,120
08/12/2024,5112,CE: 79,780
01/12/2024,5113,CE: 78,480
19/12/2024,5113,CE: 82,180
01/12/2024,5114,CE: 78,480
19/12/2024,5114,CE: 82,180
